FID,site_id,site_on,site_at,corn_desc,city,county,publiccomm,dt_zone,parkride,adaaccess,ada_comm,busstop_yn,node_id,gate,T_Code,board_flag,alight_fla,Lat,Long
19235,7353,Wayzata Blvd S,Fairlawn Way,Near side E,GOLDEN VALLEY,Hennepin, ,N,N,Y,Avg s/w,Y, , , ,1,1,44.96968403,-93.33793425
19236,7344,Wayzata Blvd S,France Ave S,Across from W,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y,WZFR, , ,1,1,44.96986591,-93.32854397
19237,7357,Wayzata Blvd S,France Ave S,Near side E,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y,WZFR, , ,1,1,44.96977499,-93.3287641
19238,40926,Wayzata Blvd S,Hampshire Ave / Dakota Ave,Mid block E,SAINT LOUIS PARK,Hennepin,8/13 US Bench - Googler,N,N,Y,FS / AX ped bridge,Y, , , ,1,1,44.97083695,-93.362976
19239,40927,Wayzata Blvd S,Hampshire Ave S,Near side E,SAINT LOUIS PARK,Hennepin,5/13 CRD 2013-03154,N,N,Y, ,Y, , , ,1,1,44.9709819,-93.36596125
19240,43775,Wayzata Blvd S,Hwy 100 Bridge,Near side E,GOLDEN VALLEY,Hennepin, ,N,N,Y,Under Hwy 100 Overpass,Y, , , ,1,1,44.96845492,-93.34140998
19241,47781,Wayzata Blvd S,Hwy 100 Bridge,Far side W,GOLDEN VALLEY,Hennepin,6/13 again no BS sign 6/12,N,N,N,Beneath overpass - no curb-cut,Y, , , ,1,1,44.96880811,-93.34286735
19242,7350,Wayzata Blvd S,Hwy 100 Bridge,Near side S,GOLDEN VALLEY,Hennepin, ,N,N,N,NO curb-cuts / sod 60 ft west to corner,Y, , , ,1,1,44.96853608,-93.34051797
19243,40914,Wayzata Blvd S,Hwy 100 Overpass,Near side S,GOLDEN VALLEY,Hennepin,6/13 was FS #5075 - North Star Title,N,N,Y,100 ft back,Y, , , ,1,1,44.96930213,-93.3431721
19244,40929,Wayzata Blvd S,Idaho Ave S,Across from W,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.9710979,-93.36675712
19245,40930,Wayzata Blvd S,Idaho Ave S,Near side E,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.97097005,-93.36726724
19246,7346,Wayzata Blvd S,June Ave S,Across from W,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y, , , ,1,1,44.97001399,-93.33369798
19247,7355,Wayzata Blvd S,June Ave S,Near side E,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y, , , ,1,1,44.96993405,-93.33391627
19248,40917,Wayzata Blvd S,Kentucky Ave S,Across from W,SAINT LOUIS PARK,Hennepin, ,N,N,Y,ADA = driveway,Y, , , ,1,1,44.97051714,-93.36961916
19249,40933,Wayzata Blvd S,Kentucky Ave S,Near side E,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.97036615,-93.36965407
19250,7349,Wayzata Blvd S,Natchez Ave S,Across from W,GOLDEN VALLEY,Hennepin, ,N,N,Y,"NO curb-cuts, avg s/w",Y, , , ,1,1,44.96926113,-93.33908714
19251,7352,Wayzata Blvd S,Natchez Ave S,Near side E,GOLDEN VALLEY,Hennepin, ,N,N,Y,Avg s/w - not 5x8 deep,Y, , , ,1,1,44.96908418,-93.33916612
19252,3015,Wayzata Blvd S,Park Place Blvd,Near side W,SAINT LOUIS PARK,Hennepin, ,N,Y,Y,100 ft back FS P&R driveway,Y, , ,T195,0,0,44.96956013,-93.34966805
19253,2971,Wayzata Blvd S,Park Place Blvd,Far side E,SAINT LOUIS PARK,Hennepin,POSTED NO PARKING,N,Y,Y, ,Y, , ,T195,0,0,44.96952017,-93.34928205
19254,11995,Wayzata Blvd S,Pennsylvania Ave,Across from W,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.97102116,-93.37634308
19255,53233,Wayzata Blvd S,Pennsylvania Ave,Near side E,SAINT LOUIS PARK,Hennepin,6/09 new 705 svc,N,N,Y, ,Y, , , ,0,0,44.97092193,-93.37640812
19256,8181,Wayzata Blvd S,Shelard Pkwy,Near side E,MINNETONKA,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.97253615,-93.40910395
19257,11994,Wayzata Blvd S,Texas Ave,Across from W,SAINT LOUIS PARK,Hennepin,12/05 - E.Smith reinstated 7/05 spacing - L Bennett,N,N,Y,AX #7841,Y, , , ,1,1,44.97108712,-93.37980607
19258,53232,Wayzata Blvd S,Texas Ave,Near side E,GOLDEN VALLEY,Hennepin,6/09 new 705 svc,N,N,Y, ,Y, , , ,0,0,44.97106015,-93.3803072
19259,42597,Wayzata Blvd S,Tonka Terrace,Across from W,MINNETONKA,Hennepin,Need site check,N,N,N, ,Y, , , ,1,1,44.97233618,-93.41328917
19260,8179,Wayzata Blvd S,Tonka Terrace,Near side E,MINNETONKA,Hennepin, ,N,N,Y,street,Y, , , ,1,1,44.97219905,-93.41334805
19261,7345,Wayzata Blvd S,Tyrol Trail,Across from W,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y, , , ,1,1,44.96987995,-93.3298563
19262,7356,Wayzata Blvd S,Tyrol Trail,Near side E,GOLDEN VALLEY,Hennepin,NO PARKING ANYTIME,N,N,Y, ,Y, , , ,1,1,44.96979987,-93.33012215
19263,40937,Wayzata Blvd S,Utica Ave S,Across from W,SAINT LOUIS PARK,Hennepin, ,N,N,N, ,Y,WZUT, , ,1,1,44.97013897,-93.34528409
19264,40936,Wayzata Blvd S,Utica Ave S,Near side E,SAINT LOUIS PARK,Hennepin, ,N,N,Y, ,Y,WZUT, , ,0,0,44.97003017,-93.34560224
19265,7342,Wayzata Blvd S,Wayzata Access Rd,Near side E,MINNEAPOLIS,Hennepin,POSTED NO PARKING,N,N,N,street,Y, , , ,1,1,44.96988808,-93.32074398
19266,7359,Wayzata Blvd S,Wayzata Access Rd,Far side W,MINNEAPOLIS,Hennepin,2/13 missing b/s sign - Posted no parking,N,N,N,FS bridge,Y, , , ,1,1,44.96999395,-93.32192697
19267,42599,Wayzata Blvd S,Wilshire Dr S,Across from W,MINNETONKA,Hennepin, ,N,N,N, ,Y, , , ,1,1,44.96989106,-93.41887622
19268,40939,Wayzata Blvd S,Wilshire Dr S,Near side E,MINNETONKA,Hennepin, ,N,N,Y,street,Y, , , ,1,1,44.96979696,-93.41873718
19269,11991,Wayzata Blvd S,Winnetka Ave,Near side W,GOLDEN VALLEY,Hennepin, ,N,N,Y,Narrow sidewalk,Y, , , ,1,1,44.97145901,-93.38150114
19270,40909,Wayzata Transit Ctr,Wayzata Blvd,Near side W,WAYZATA,Hennepin, ,N,N,Y,10/10 combined w/#6784 was WAPR,N, , ,T130,0,0,44.97321399,-93.51585316
19271,46541,Weaver Lake Rd,Crosswinds P&R,Across from W,MAPLE GROVE,Hennepin,#15051,N,Y,Y,3/08 last used CWPR,N, , ,T215,0,0,45.10191,-93.47099404
19272,46534,Weaver Lake Rd,Crosswinds P&R,Near side E,MAPLE GROVE,Hennepin,#15051,N,Y,Y,3/08 last used CWPR,N, , ,T215,0,0,45.10191,-93.47099404
19273,46550,Weaver Lake Rd,Dunkirk Lane,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y,WEDL, , ,0,0,45.10920113,-93.49205026
19274,46525,Weaver Lake Rd,Dunkirk Lane,Far side E,MAPLE GROVE,Hennepin,NEED SITE CHECK,N,N,Y, ,Y,WEDL, , ,0,0,45.10905103,-93.49185105
19275,46527,Weaver Lake Rd,Elementary School,Across from E,MAPLE GROVE,Hennepin, ,N,N,Y,AX #15900,Y, , , ,0,0,45.10888899,-93.48579633
19276,46538,Weaver Lake Rd,Fish Lake Rd E,Across from W,MAPLE GROVE,Hennepin, ,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10415709,-93.46263003
19277,46537,Weaver Lake Rd,Fish Lake Rd E,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10395598,-93.46247613
19278,46535,Weaver Lake Rd,Fish Lake Rd W,Far side E,MAPLE GROVE,Hennepin, ,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10259099,-93.46746406
19279,46598,Weaver Lake Rd,Fish Lake Rd W,Far side W,MAPLE GROVE,Hennepin,NEED SITE CHECK,N,N,Y, ,Y, , , ,0,0,45.10275892,-93.46839712
19280,46536,Weaver Lake Rd,Fuddruckers,Across from E,MAPLE GROVE,Hennepin,#14500,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10359906,-93.4639641
19281,46539,Weaver Lake Rd,Fuddruckers,Near side W,MAPLE GROVE,Hennepin,#14500,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10371902,-93.4642831
19282,46542,Weaver Lake Rd,Niagara Lane,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y,3/08 last used,N, , ,T215,0,0,45.10258496,-93.47121109
19283,46533,Weaver Lake Rd,Niagara Lane,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , ,T215,0,0,45.10241211,-93.47147507
19284,46543,Weaver Lake Rd,Ranchview Lane,Across from W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10292919,-93.47488197
19285,46532,Weaver Lake Rd,Ranchview Lane,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10284497,-93.47519904
19286,46540,Weaver Lake Rd,Scimed Place,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y,5/10 deleted - from Crosswinds / DT,N, , , ,0,0,45.10282589,-93.46771701
19287,46530,Weaver Lake Rd,Shadow Creek Rd,Across from E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10581304,-93.47858123
19288,46545,Weaver Lake Rd,Shadow Creek Rd,Far side W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10595716,-93.47849409
19289,46529,Weaver Lake Rd,Tarleton Crest,Across from E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10708413,-93.48101227
19290,46546,Weaver Lake Rd,Tarleton Crest,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10710002,-93.48070313
19291,46544,Weaver Lake Rd,Terraceview Lane,Across from W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10410703,-93.47685914
19292,46531,Weaver Lake Rd,Terraceview Lane,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10426113,-93.47720527
19293,46548,Weaver Lake Rd,Weaver Lake School,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y,#15900,Y, , , ,0,0,45.10897715,-93.48559826
19294,46547,Weaver Lake Rd,Xene Lane,Across from W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10792904,-93.48280397
19295,46528,Weaver Lake Rd,Xene Lane,Far side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10783811,-93.48289308
19296,46549,Weaver Lake Rd,Zanzibar Lane,Near side W,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10915798,-93.48706092
19297,46526,Weaver Lake Rd,Zanzibar Lane,Near side E,MAPLE GROVE,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.10901714,-93.48734803
19298,50613,Webber Pkwy,44th Ave N,Near side S,MINNEAPOLIS,Hennepin,Need site check,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03562397,-93.29549488
19299,50607,Webber Pkwy,45th Ave N,Near side W,MINNEAPOLIS,Hennepin,Need site check,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03580309,-93.29549821
19300,11203,Webber Pkwy,Aldrich Ave N,Near side W,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03249587,-93.28900213
19301,11411,Webber Pkwy,Aldrich Ave N,Near side E,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.0324731,-93.28935532
19302,11205,Webber Pkwy,Colfax Ave N,Near side W,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03330304,-93.29131394
19303,11409,Webber Pkwy,Colfax Ave N,Near side E,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03336703,-93.29170629
19304,11206,Webber Pkwy,Dupont Ave N,Near side W,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03429914,-93.29309128
19305,11408,Webber Pkwy,Dupont Ave N,Near side E,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03433315,-93.29341608
19306,11207,Webber Pkwy,Emerson Ave N,Across from W,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03507494,-93.29441521
19307,11407,Webber Pkwy,Emerson Ave N,Near side E,MINNEAPOLIS,Hennepin, ,N,N,Y,6/07 - NW Sector 8,N, , , ,0,0,45.03481905,-93.29426104
19308,52693,Wedgewood Lane,80th Ave N,Near side N,MAPLE GROVE,Hennepin, ,N,N,Y,6/09 abandoned WG80 - Rt 720 elim,N, , , ,0,0,45.10009011,-93.4494142
19309,52698,Wedgewood Lane,Cub Foods,Across from S,MAPLE GROVE,Hennepin,#8150,N,N,Y,9/09 Rt 720 eliminated,N, , , ,0,0,45.10257017,-93.45003691
19310,52694,Wedgewood Lane,Cub Foods,Near side N,MAPLE GROVE,Hennepin,#8150,N,N,Y,9/09 Rt 720 eliminated,N, , , ,0,0,45.10245306,-93.44980707
19311,52692,Wedgewood Lane,MG Crossing,Far side W,MAPLE GROVE,Hennepin, ,N,N,Y,6/09 last used - Rt 720,N, , , ,0,0,45.09868694,-93.44879122
19312,56260,Wedgwood Rd N,Fish Lake Rd E,Near side N,MAPLE GROVE,Hennepin,Temp TP WGFI 4/16,N,N,Y,Temp TP WGFI 4/16,Y,WGFI, , ,0,0,45.08120915,-93.44895296
19313,51065,Wells Fargo,Parkview Dr,Far side W,SHOREVIEW,Ramsey, ,N,N,Y,#1801,Y,WEFA, , ,1,1,45.12146794,-93.17677418
19314,53901,Wentworth Ave,Charlton St,Near side W,WEST SAINT PAUL,Dakota,6/15 new routing,N,N,Y,6/15 new routing,Y, , , ,1,1,44.89808906,-93.09578394
19315,6346,Wentworth Ave,Charlton St,Near side E,WEST SAINT PAUL,Dakota, ,N,N,N, ,Y, , , ,1,1,44.89799805,-93.09611119
19316,49079,Wentworth Ave,Livingston Ave / Robert St,Mid block E,WEST SAINT PAUL,Dakota,Eliminated 11/16 A-21517,N,N,Y,Eliminated 11/16 A-21517,N, , , ,0,0,44.89795088,-93.08151711
19317,46098,Wescott Rd,Bridgewater Dr,Near side E,EAGAN,Dakota, ,N,N,Y,12/04 last used,N, , , ,0,0,44.818927,-93.12554294
19318,51930,Wescott Rd,Civic Center Dr,Far side E,EAGAN,Dakota,8/14 new MVTA #00853,N,N,Y, ,Y, , , ,1,1,44.81884894,-93.16435031
19319,46094,Wescott Rd,Danbury Trail,Near side E,EAGAN,Dakota, ,N,N,Y,3/05 Last used,N, , , ,0,0,44.818963,-93.13995708
19320,51948,Wescott Rd,Denmark Ave,Near side W,EAGAN,Dakota, ,N,N,Y,5/14 not MVTA bsi,N, , , ,0,0,44.81926704,-93.15742332
19321,51931,Wescott Rd,Denmark Ave,Near side E,EAGAN,Dakota, ,N,N,Y,5/14 not MVTA bsi,N, , , ,0,0,44.81897996,-93.15787509
19322,53823,Wescott Rd,Denmark Ave,Far side W,EAGAN,Dakota,8/14 new MVTA #01685,N,N,Y, ,Y, , , ,1,1,44.8191369,-93.15785124
19323,51949,Wescott Rd,Dresden Court,Near side W,EAGAN,Dakota, ,N,N,Y,8/14 not MVTA bsi,N, , , ,1,1,44.81895115,-93.16180112
19324,46099,Wescott Rd,Elrene Rd,Near side E,EAGAN,Dakota, ,N,N,Y,3/05 Last used,N, , , ,0,0,44.81891499,-93.12326537
19325,46058,Wescott Rd,Elrene Rd,Far side W,EAGAN,Dakota, ,N,N,Y, ,Y,ELWE, , ,1,1,44.81905497,-93.12342719
19326,51947,Wescott Rd,Glacier Dr,Across from W,EAGAN,Dakota, ,N,N,Y,6/14 not MVTA bsi,N, , , ,0,0,44.81972893,-93.15433308
19327,51932,Wescott Rd,Glacier Dr,Near side E,EAGAN,Dakota, ,N,N,Y,5/14 not MVTA bsi,N, , , ,0,0,44.81959399,-93.15466234
19328,46095,Wescott Rd,Greensboro Dr (E),Across from E,EAGAN,Dakota, ,N,N,Y,3/05 Pick Last used,N, , , ,0,0,44.818962,-93.13736801
19329,46063,Wescott Rd,Greensboro Dr (E),Near side W,EAGAN,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.81908608,-93.13711926
19330,46064,Wescott Rd,Greensboro Dr (W),Near side W,EAGAN,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.81907604,-93.14085335
19331,46093,Wescott Rd,Lexington Av,Far side E,EAGAN,Dakota, ,N,N,Y,3/05 Last used,N, , , ,0,0,44.818959,-93.14616502
19332,46065,Wescott Rd,Lexington Ave,Near side W,EAGAN,Dakota, ,N,N,Y, ,Y,LXWE, , ,1,1,44.81917095,-93.14655803
19333,46062,Wescott Rd,North Ridge Dr,Across from W,EAGAN,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.81905607,-93.13226432
19334,46096,Wescott Rd,North Ridge Dr,Near side E,EAGAN,Dakota, ,N,N,Y,3/05 Last used,N, , , ,0,0,44.81892013,-93.132658
19335,51969,Wescott Rd,Pilot Knob Rd,Near side W,EAGAN,Dakota, ,N,N,Y,3/08 last used,N, , , ,0,0,44.81897591,-93.16686803
19336,51970,Wescott Rd,Pilot Knob Rd,Far side E,EAGAN,Dakota, ,N,N,Y,3/08 last used,N, , , ,0,0,44.81882284,-93.16682825
19337,46097,Wescott Rd,Quail Ridge Rd,Near side E,EAGAN,Dakota, ,N,N,Y,3/05 Last used,N, , , ,0,0,44.81893901,-93.12882098
19338,46059,Wescott Rd,South Hills Dr,Near side W,EAGAN,Dakota, ,N,N,Y,12/04 Last used,N, , , ,0,0,44.8190579,-93.12528799
19339,46061,Wescott Rd,Wescott Hills Dr,Near side W,EAGAN,Dakota, ,N,N,Y,12/04 Last used,N, , , ,0,0,44.81906801,-93.13096134
19340,51933,Wescott Rd,Westbury Dr,Near side E,EAGAN,Dakota, ,N,N,Y,6/14 not MVTA bsi,N, , , ,0,0,44.81913804,-93.14882905
19341,46060,Wescott Rd,Woodland Trail,Near side W,EAGAN,Dakota, ,N,N,Y, ,Y, , , ,1,1,44.81905304,-93.1284442
19342,51968,Wescott Rd& Lexington Ave, ,Far side W,EAGAN,Dakota,6/08 last used WELX,N,N,Y,6/14 not MVTA bsi,N, , , ,0,0,44.81919411,-93.14709513
19343,56859,West 21st Street Rail Station, ,Mid block E,MINNEAPOLIS,Hennepin,Green Line Extension test 5/19,N,N,Y,Green Line Extension test 5/19,Y,21ST, , ,0,0,44.96117095,-93.31504296
19344,56860,West 21st Street Rail Station, ,Mid block W,MINNEAPOLIS,Hennepin,Green Line Extension test 5/19,N,N,Y,Green Line Extension test 5/19,Y,21ST, , ,0,0,44.96126604,-93.31529314
19345,56043,West Bank Station, ,Near side W,MINNEAPOLIS,Hennepin,2014 CCLRT,N,N,Y, ,Y,WEBK, , ,1,1,44.9719879,-93.24612621
19346,56001,West Bank Station, ,Near side E,MINNEAPOLIS,Hennepin,2014 CCLRT,N,N,Y, ,Y,WEBK, , ,1,1,44.97193501,-93.2461062
19347,8386,West Broadway,#3810,Near side N,ROBBINSDALE,Hennepin, ,N,N,Y,AX Good Samaritan Society,Y, , , ,1,1,45.02463502,-93.33140591
19348,8387,West Broadway,#3815,Near side S,ROBBINSDALE,Hennepin,BTR 5/8/12 closed 2/20/12 S-9740,N,N,Y,Good Samaritan Society,Y, , , ,1,1,45.02474501,-93.33172109
19349,8677,West Broadway,#5537 - Target,Across from N,CRYSTAL,Hennepin, ,N,N,Y,AX #5537 @ Crystal Shop Ctr,Y, , , ,0,0,45.05294597,-93.36382203
19350,8678,West Broadway,#5537 - Target,Far side S,CRYSTAL,Hennepin, ,N,N,Y,#5537 @ Crystal Shop Ctr,Y, , , ,0,0,45.0531409,-93.36437405
19351,8336,West Broadway,26th Ave N,Near side W,MINNEAPOLIS,Hennepin,Temp Timepoint 26BR D-19957,N,N,Y,Temp Timepoint 26BR D-19957,Y,26BR, , ,1,1,45.00590193,-93.31119718
19352,8337,West Broadway,26th Ave N,Near side E,MINNEAPOLIS,Hennepin,Porkchop island,N,N,Y,Porkchop island,Y,26BR, , ,1,1,45.00610997,-93.3118551
19353,8338,West Broadway,27th Ave N,Near side W,MINNEAPOLIS,Hennepin,8/09 restored - B.Bakke (deleted 2004),N,N,Y, ,Y, , , ,1,1,45.00770512,-93.31320124
19354,8339,West Broadway,27th Ave N,Near side E,MINNEAPOLIS,Hennepin,2/13 reinstated A-11954 temp MB,N,N,Y, ,Y, , , ,1,1,45.00796417,-93.31370427
19355,8340,West Broadway,29th Ave N,Near side W,MINNEAPOLIS,Hennepin,10/05 BTR 4/05 Bdwy detour,N,N,Y, ,Y, , , ,1,1,45.00950593,-93.31478106
19356,8342,West Broadway,29th Ave N,Near side E,MINNEAPOLIS,Hennepin,10/05 BTR 4/05 Bdwy detour,N,N,Y, ,Y, , , ,1,1,45.00978611,-93.31535504
19357,8384,West Broadway,37th Ave N,Across from N,ROBBINSDALE,Hennepin,5/13-7/13 BTR D-12228-9,N,N,Y, ,Y, , , ,1,1,45.0225771,-93.3290701
19358,8385,West Broadway,37th Ave N,Near side S,ROBBINSDALE,Hennepin,Yellow curb,N,N,Y, ,Y, , , ,1,1,45.02266718,-93.32933019
19359,8388,West Broadway,39th Ave N,Near side N,ROBBINSDALE,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.02604208,-93.33299414
19360,8389,West Broadway,39th Ave N,Near side S,ROBBINSDALE,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.02635,-93.33352906
19361,8390,West Broadway,40th Ave N,Near side N,ROBBINSDALE,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.02758607,-93.33475118
19362,8391,West Broadway,40th Ave N,Near side S,ROBBINSDALE,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.02780798,-93.33523916
19363,8316,West Broadway,4th St N,Near side W,MINNEAPOLIS,Hennepin, ,N,N,Y, ,Y, , , ,1,1,44.99923597,-93.28475109
19364,8314,West Broadway,5 St N,Across from W,MINNEAPOLIS,Hennepin,FS t-intersection,N,N,Y,4/09 BS spacing RI-4605,N, , , ,0,0,44.99922009,-93.28638215
19365,40219,West Broadway,54th Ave N,Across from N,CRYSTAL,Hennepin, ,N,N,Y,McDonalds,Y, , , ,0,0,45.051091,-93.3614561
19366,8675,West Broadway,54th Ave N,Near side S,CRYSTAL,Hennepin,POSTED NO PARKING ANYTIME,N,N,Y, ,Y, , , ,0,0,45.05113993,-93.36195307
19367,40220,West Broadway,55th Ave N,Across from S,CRYSTAL,Hennepin, ,N,N,Y, ,Y, , , ,0,0,45.05210401,-93.36326313
19368,8676,West Broadway,55th Ave N,Near side N,CRYSTAL,Hennepin, ,N,N,Y,Wendys,Y, , , ,0,0,45.05194901,-93.36266413
19369,8312,West Broadway,5th St / 4th St N,Mid block E,MINNEAPOLIS,Hennepin, ,N,N,Y,NS Taco Belle driveway,Y, , , ,1,1,44.99905094,-93.28534104
19370,56569,West Broadway,65th Ave N,Near side N,BROOKLYN PARK,Hennepin,Temp Stop D-23284,N,N,Y,Temp Stop D-23284,Y, , , ,0,0,45.07221006,-93.37572287
19371,8579,West Broadway,68th Ave N,Across from N,BROOKLYN PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.07895311,-93.37622293
19372,8580,West Broadway,68th Ave N,Near side S,BROOKLYN PARK,Hennepin,POSTED NO PARKING,N,N,N, ,Y, , , ,1,1,45.07886999,-93.37639619
19373,8584,West Broadway,69th Ave N,Near side S,BROOKLYN PARK,Hennepin,POSTED NO PARKING,N,N,N, ,Y, , , ,1,1,45.08068903,-93.37649111
19374,8586,West Broadway,72nd Lane / 71st Ave,Mid block S,BROOKLYN PARK,Hennepin,Texaco Station,N,N,N,6/14 spacing A-14788,N, , , ,0,0,45.08435107,-93.37550118
19375,8585,West Broadway,72nd Lane N,Near side N,BROOKLYN PARK,Hennepin,POSTED NO PARKING,N,N,Y,Strawberry Commons,Y, , , ,1,1,45.08474508,-93.37574696
19376,8588,West Broadway,73rd Ave N,Near side N,BROOKLYN PARK,Hennepin,POSTED NO PARKING,N,N,Y, ,Y, , , ,1,1,45.0871359,-93.37644704
19377,8589,West Broadway,73rd Ave N,Near side S,BROOKLYN PARK,Hennepin,7/99 - SNPB was FS,N,N,Y, ,Y, , , ,1,1,45.08746505,-93.3766529
19378,41734,West Broadway,74th Ave N,Near side N,BROOKLYN PARK,Hennepin, ,N,N,Y,6/14 spacing A-14788,N, , , ,0,0,45.08833403,-93.37647626
19379,8602,West Broadway,74th Way N,Across from S,BROOKLYN PARK,Hennepin, ,N,N,N,6/14 spacing A-14788,N, , , ,0,0,45.0893309,-93.37669312
19380,41735,West Broadway,74th Way N,Near side N,BROOKLYN PARK,Hennepin, ,N,N,Y,6/14 spacing A-14788,N, , , ,0,0,45.08914303,-93.37650089
19381,8600,West Broadway,75th Ave N,Across from S,BROOKLYN PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.09024009,-93.37671727
19382,41736,West Broadway,75th Ave N,Near side N,BROOKLYN PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.09001111,-93.37651905
19383,48350,West Broadway,76th Ave N,Near side N,BROOKLYN PARK,Hennepin,Need site check,N,N,Y, ,Y, , , ,1,1,45.09254602,-93.37654308
19384,8598,West Broadway,76th Ave N,Far side S,BROOKLYN PARK,Hennepin, ,N,N,Y, ,Y, , , ,1,1,45.09245419,-93.37684608
19385,48993,West Broadway,82nd Ave N,Across from N,BROOKLYN PARK,Hennepin,Need site check,N,N,N, ,Y, , , ,1,1,45.10251894,-93.37672404
19386,44660,West Broadway,82nd Ave N,Near side S,BROOKLYN PARK,Hennepin,FRBD,N,N,Y, ,Y, , , ,1,1,45.10228115,-93.37693131
19387,48995,West Broadway,83rd Ave N,Across from N,BROOKLYN PARK,Hennepin,Need site check,N,N,Y,9/09 spacing B.Bakke,N, , , ,0,0,45.10528606,-93.37670118
19388,44658,West Broadway,83rd Ave N,Near side S,BROOKLYN PARK,Hennepin, ,N,N,Y,9/09 BS spacing B.Bakke,N, , , ,0,0,45.10547608,-93.37697712
19389,48996,West Broadway,84th Ave N,Far side N,BROOKLYN PARK,Hennepin,12/07 correct Geo - was NS; 7/07 new ADA & S/W,N,N,Y,North Hennepin College driveway,Y,BR84, , ,1,1,45.10657994,-93.37671198
19390,44657,West Broadway,84th Ave N,Far side S,BROOKLYN PARK,Hennepin,12/07 correct GEO - was NS; 7/07 new ADA & S/W,N,N,Y,AX North Hennepin College,Y,BR84, , ,1,1,45.1058701,-93.37697501
19391,8306,West Broadway,Aldrich Ave N,Near side W,MINNEAPOLIS,Hennepin, ,N,N,Y,12/05 spacing RI-21924,N, , , ,0,0,44.99921814,-93.28933711
